"lon","lat","names(locations_dict)"
-77.041178,38.923296,"washington dc - madrid"
-77.0368707,38.9071923,"washington dc, estados unidos"
-77.0368707,38.9071923,"washington, d.c"
-77.0368707,38.9071923,"washington, d.c."
-77.0368707,38.9071923,"washington, d.c. "
-77.0368707,38.9071923,"washington, d.c. - usa"
-77.1764149,38.7636242,"washington, d.c./nova"
-77.0368707,38.9071923,"washington, dc"
-77.0368707,38.9071923,"washington, dc "
-77.0368707,38.9071923,"washington, dc  "
-77.041178,38.923296,"washington, dc      madrid"
-73.9902234,40.7522933,"washington, dc & new york, ny"
-122.554772,45.518579,"washington, dc & portland, or"
-77.0324071,38.9311819,"washington, dc + everywhere!"
-77.042059,38.905945,"washington, dc and the world"
-77.0287949,38.8983313,"washington, dc metro area; "
-77.0368707,38.9071923,"washington, dc usa"
-77.0368707,38.9071923,"washington, dc, ee.uu."
-77.0368707,38.9071923,"washington, dc, usa"
-120.7401385,47.7510741,"washington, usa"
-0.1123051,51.5031653,"waterloo, london"
-122.196825,47.6160275,"we're global!"
-80.2683571,26.6617635,"wellington florida"
-0.1277583,51.5073509,"west london"
-80.0533746,26.7153424,"west palm beach, fl"
-71.1626756,42.2797554,"west roxbury, boston"
-0.1356583,51.4974948,"westminster, london"
-80.3997748,26.1003654,"weston, fl"
14.2777218,40.9418138,"whatsapp: 3194151058"
NA,NA,"where needed"
-89.4256995,40.7037851,"wherever"
NA,NA,"wherever permits can be pulled"
NA,NA,"white house & elsewhere"
-82.550041,35.593828,"who knows"
-76.7074571,37.2707022,"williamsburg, va"
-97.1383744,49.895136,"winnipeg"
-97.1383744,49.895136,"winnipeg, manitoba"
0.6372179,51.7978049,"witham, essex"
NA,NA,"wlpress@jabber.ccc.de"
-95.986942,36.2067586,"world"
NA,NA,"world citizen (mad - cdmx)"
NA,NA,"world hq in broomfield, co"
-75.591415,6.259276,"world,medellin"
151.206173,-33.864859,"worldwide"
-84.3896015,33.7791502,"worldwide (hq in atlanta)"
-79.4022775,43.6645115,"worldwide cities"
151.206173,-33.864859,"worldwide!"
151.206173,-33.864859,"worldwide."
NA,NA,"www.davidsantiago.web.ve"
NA,NA,"www.facebook.com/tropamarxista"
NA,NA,"www.laotraesquina.co"
NA,NA,"www.locoscomunistas.org"
-77.0424472,38.8989548,"www.worldbank.org "
-117.039883,32.534396,"x el mundo!!!"
NA,NA,"yanismanzano@hotmail.com"
-75.4190689,6.961969,"yarumal"
-75.4190689,6.961969,"yarumal antioquia colombia"
48.516388,15.552727,"yemen"
-72.400523,5.348903,"yopal "
-72.400523,5.348903,"yopal - casanare"
-72.400523,5.348903,"yopal, casanare"
-72.400523,5.348903,"yopal, casanare (colombia)"
-72.400523,5.348903,"yopal, casanare, colombia"
-72.400523,5.348903,"yopal, colombia"
-72.400523,5.348903,"yopal/ casanare"
NA,NA,"you'll find me at an airport."
-104.9793907,39.7368455,"your moms house"
-89.3985283,18.806656,"yucatan, mexico"
-76.495026,3.545337,"yumbo"
-77.0402315,38.851242,"ywg to dca"
-73.990955,5.021476,"zipaquira"
-74.0099682,5.0188499,"zipaquira - bogota. "
-73.990955,5.021476,"zipaquira, colombia"
-74.011262,40.7092649,"zuccotti park, nyc"
-72.1416132,10.2910237,"zulia "
8.541694,47.3768866,"zurich-suiza"
8.541694,47.3768866,"zurich, switzerland"
